id;name;type;ra_deg;dec_deg;mag;majax;minax;const;common
IC0342;IC0342;Galaxie;56.7021;68.0964;9.68;19.77;18.79;Cam;
IC0343;IC0343;Galaxie;55.0297;-18.4435;13.2;1.51;0.66;Eri;
IC0344;IC0344;Galaxie;55.373;-4.6659;14.92;0.89;0.47;Eri;
IC0345;IC0345;Galaxie;55.288;-18.3141;14.71;0.88;0.73;Eri;
IC0346;IC0346;Galaxie;55.4361;-18.267;12.64;1.95;1.47;Eri;
IC0347;IC0347;Galaxie;55.636;-4.2986;13.99;1.37;1.02;Eri;
IC0348;IC0348;Amas ouvert;56.1425;32.1628;;10;10;Per;omi Per Cloud
IC0349;IC0349;Nebuleuse;56.5838;23.9398;;25.7;25.7;Tau;Barnard's Merope Nebula
IC0350;IC0350;Galaxie;56.1527;-11.8008;14.95;1.09;0.79;Eri;
IC0351;IC0351;Nebuleuse;56.8875;35.0469;11.9;0.12;0.12;Per;
IC0352;IC0352;Galaxie;56.906;-8.7318;15.65;0.7;0.48;Eri;
IC0353;IC0353;Nebuleuse;58.2545;25.848;;181.97;30.2;Tau;
IC0354;IC0354;Nebuleuse;58.4913;23.147;;128.82;128.82;Tau;
IC0355;IC0355;Galaxie;58.4427;19.9739;15.4;0.67;0.56;Tau;
IC0356;IC0356;Galaxie;61.9455;69.8124;10.24;4.02;3.73;Cam;
IC0357;IC0357;Galaxie;60.9333;22.1591;14.6;0.94;0.61;Tau;
IC0358;IC0358;Galaxie;60.9287;19.8949;15.21;1.18;0.28;Tau;
IC0359;IC0359;Galaxie;63.1182;27.702;15.39;1.3;1.3;Tau;
IC0359A;IC0359A;Nebuleuse;64.6708;28.29;;15;10;Tau;
IC0360;IC0360;Nebuleuse;62.2607;26.1312;;180;100;Tau;
IC0361;IC0361;Amas ouvert;64.7113;58.2495;11.7;7.2;7.2;Cam;
IC0362;IC0362;Galaxie;64.1768;-12.2001;14.18;1.77;1.03;Eri;
IC0363;IC0363;Galaxie;64.7309;3.033;15.2;0.33;0.31;Tau;
IC0364;IC0364;Galaxie;64.7779;3.1889;15.27;0.78;0.49;Tau;
IC0365;IC0365;Galaxie;64.8089;3.3483;14.84;0.88;0.56;Tau;
IC0366;IC0366;Galaxie;64.9231;2.3598;15.66;0.34;0.2;Tau;
IC0367;IC0367;Galaxie;65.1708;-14.7811;14.47;1.74;0.61;Eri;
IC0368;IC0368;Galaxie;65.678;-12.6152;15.08;0.99;0.83;Eri;
IC0369;IC0369;Galaxie;65.8676;-11.7901;15.37;0.76;0.76;Eri;
IC0370;IC0370;Galaxie;66.007;-9.3948;14.94;0.99;0.89;Eri;
IC0371;IC0371;Autre;67.5525;-0.561;;;;Eri;
IC0372;IC0372;Galaxie;67.5177;-5.01;15.32;0.97;0.45;Eri;
IC0373;IC0373;Galaxie;67.6782;-4.8703;15.04;0.98;0.76;Eri;
IC0374;IC0374;Galaxie;68.1365;16.6342;15.81;0.23;0.19;Tau;
IC0375;IC0375;Galaxie;67.7631;-12.974;15.24;0.82;0.54;Eri;
IC0376;IC0376;Galaxie;67.8075;-12.4334;16.05;0.59;0.48;Eri;
IC0377;IC0377;Galaxie;67.8189;-12.4551;14.84;1;0.83;Eri;
IC0378;IC0378;Galaxie;67.8663;-12.2997;15.6;0.79;0.48;Eri;
IC0379;IC0379;Galaxie;67.9622;-7.2384;14.7;0.93;0.82;Eri;
IC0380;IC0380;Galaxie;67.9222;-12.927;15.25;0.76;0.46;Eri;
IC0382;IC0382;Galaxie;69.4815;-9.5193;13.53;1.99;1.18;Eri;
IC0383;IC0383;Galaxie;69.7418;9.8925;15.6;0.63;0.56;Tau;
IC0384;IC0384;Galaxie;69.8262;-7.8391;15.14;0.49;0.48;Eri;
IC0385;IC0385;Galaxie;69.8811;-7.0975;15.41;1.15;0.58;Eri;
IC0387;IC0387;Galaxie;70.4342;-7.0862;12.99;1.6;1.11;Eri;
IC0388;IC0388;Galaxie;70.4722;-7.3055;;1;1;Eri;
IC0388 NED01;IC0388 NED01;Galaxie;70.4684;-7.3046;16.2;0.54;0.44;Eri;
IC0388 NED02;IC0388 NED02;Galaxie;70.4763;-7.3065;15.91;0.89;0.4;Eri;
IC0389;IC0389;Galaxie;70.4984;-7.3115;15.07;1.09;0.82;Eri;
IC0390;IC0390;Galaxie;70.5161;-7.2064;15.48;1.14;0.4;Eri;
IC0391;IC0391;Galaxie;74.338;78.1888;12.68;1.39;1.33;Cam;
IC0392;IC0392;Galaxie;71.6073;3.5056;13.47;1.45;1;Ori;
IC0393;IC0393;Galaxie;71.9658;-15.5252;14.87;0.81;0.77;Eri;
IC0394;IC0394;Autre;72.2113;-6.2802;;;;Eri;
IC0396;IC0396;Galaxie;74.4958;68.3234;13.08;2.38;1.45;Cam;
IC0397;IC0397;Autre;75.2776;40.4249;;;;Aur;
IC0398;IC0398;Galaxie;74.5523;-7.7802;;1.18;0.34;Eri;
IC0399;IC0399;Galaxie;75.4334;-4.2888;14.8;0.54;0.45;Eri;
IC0400;IC0400;Galaxie;75.9402;-15.8191;16.7;1.55;0.17;Lep;
IC0401;IC0401;Galaxie;76.0818;-10.0765;13.94;1.75;0.58;Eri;
IC0402;IC0402;Galaxie;76.5618;-9.1074;14.4;1.26;0.56;Eri;
IC0403;IC0403;Autre;78.8154;39.9721;;;;Aur;
IC0404;IC0404;Galaxie;78.3317;9.7549;15.5;0.73;0.53;Ori;
IC0405;IC0405;Nebuleuse;79.1228;34.3562;10;50;30;Aur;Flaming Star Nebula
IC0406;IC0406;Autre;79.4542;39.886;;;;Aur;
IC0407;IC0407;Galaxie;79.4275;-15.5234;14.2;1.93;0.36;Lep;
IC0408;IC0408;Galaxie;79.9369;-25.0643;13.85;1.95;0.97;Lep;
IC0409;IC0409;Galaxie;79.8898;3.3184;;0.95;0.72;Ori;
IC0410;IC0410;Nebuleuse;80.675;33.3667;;40;30;Aur;
IC0411;IC0411;Galaxie;80.0775;-25.3245;14.13;1.36;1;Lep;
IC0412;IC0412;Galaxie;80.4862;3.4864;14.62;1.17;0.65;Ori;
IC0413;IC0413;Galaxie;80.4949;3.4822;14.68;1.08;0.8;Ori;
IC0414;IC0414;Galaxie;80.479;3.342;14.4;0.6;0.44;Ori;
IC0415;IC0415;Galaxie;80.3401;-15.5426;15.45;0.76;0.58;Lep;
IC0416;IC0416;Galaxie;80.9849;-17.2604;13.9;1.41;0.7;Lep;
IC0417;IC0417;Nebuleuse;82.025;34.4239;;13;10;Aur;
IC0418;IC0418;Nebuleuse;81.8675;-12.6973;9.44;0.2;0.2;Lep;
IC0419;IC0419;Autre;82.7168;30.1179;;;;Aur;
IC0420;IC0420;Nebuleuse;83.0396;-4.5047;;6.03;6.03;Ori;
IC0421;IC0421;Galaxie;83.0357;-7.9183;12.6;2.96;2.22;Ori;
IC0422;IC0422;Galaxie;83.0773;-17.2239;;1.04;0.93;Lep;
IC0423;IC0423;Nebuleuse;83.3417;-0.6145;;6;3.5;Ori;
IC0424;IC0424;Nebuleuse;83.4052;-0.4131;;2.5;1.7;Ori;
IC0425;IC0425;Autre;84.2913;32.4297;;;;Aur;
IC0426;IC0426;Nebuleuse;84.1307;-0.2983;;10;3;Ori;
IC0427;IC0427;Nebuleuse;84.0751;-6.6164;;;;Ori;
IC0428;IC0428;Nebuleuse;84.1009;-6.4516;;;;Ori;
IC0429;IC0429;Nebuleuse;84.5786;-7.0405;;;;Ori;
IC0430;IC0430;Nebuleuse;84.6499;-7.0831;14.4;10.96;10.96;Ori;
IC0431;IC0431;Nebuleuse;85.0585;-1.4628;;8;5;Ori;
IC0432;IC0432;Nebuleuse;85.2333;-1.507;;10;10;Ori;
IC0433;IC0433;Galaxie;85.1306;-11.6656;;1.42;1.12;Lep;
IC0434;IC0434;Nebuleuse;85.2537;-2.4538;11;90;30;Ori;Flame Nebula
IC0435;IC0435;Nebuleuse;85.7524;-2.3126;;3.98;3.02;Ori;
IC0436;IC0436;Autre;88.417;38.6248;;;;Aur;
IC0437;IC0437;Galaxie;87.9058;-12.565;15.25;0.97;0.46;Lep;
IC0438;IC0438;Galaxie;88.2503;-17.8761;12.07;2.8;1.82;Lep;
IC0439;IC0439;Autre;89.1646;32.0227;;;;Aur;
IC0440;IC0440;Galaxie;94.8055;80.0685;14.2;1.77;1;Cam;
IC0441;IC0441;Galaxie;90.6776;-12.4991;14.4;1.22;1.13;Lep;
IC0442;IC0442;Galaxie;99.0495;82.9682;14.04;1.25;1.25;Cam;
IC0443;IC0443;Nebuleuse;94.1559;22.5317;12;50;40;Gem;Gem A
IC0444;IC0444;Nebuleuse;94.6417;23.3133;7.03;8;4;Gem;
IC0445;IC0445;Galaxie;99.3385;67.8599;14.28;0.87;0.7;Cam;
IC0446;IC0446;Amas ouvert;97.7758;10.4593;;5;4;Mon;
IC0447;IC0447;Nebuleuse;97.7513;9.8974;7.7;25;20;Mon;
IC0448;IC0448;Nebuleuse;98.1889;7.3886;;15;10;Mon;
IC0449;IC0449;Galaxie;101.4213;71.3438;13.65;1.77;1.34;Cam;
IC0450;IC0450;Galaxie;103.051;74.4271;14.12;1.38;0.8;Cam;
IC0451;IC0451;Galaxie;103.2167;74.4807;14.83;1.34;1.07;Cam;
IC0453;IC0453;Autre;102.2977;-16.9067;;;;CMa;
IC0454;IC0454;Galaxie;102.7763;12.922;14.5;1.69;0.88;Gem;
IC0455;IC0455;Galaxie;113.7403;85.5372;14.27;1.06;0.65;Cep;
IC0456;IC0456;Galaxie;105.0731;-30.1638;13.04;2.33;1.6;CMa;
IC0458;IC0458;Galaxie;107.6423;50.1189;14.38;0.9;0.39;Lyn;
IC0459;IC0459;Galaxie;107.6612;50.1773;15.76;0.59;0.49;Lyn;
IC0460;IC0460;Galaxie;107.6845;50.2024;15.34;0.85;0.49;Lyn;
IC0461;IC0461;Galaxie;107.6877;50.0814;15.67;0.63;0.48;Lyn;
IC0462;IC0462;Autre;107.7325;50.1808;;;;Lyn;
IC0463;IC0463;Galaxie;107.7537;50.1177;;0.28;0.2;Lyn;
IC0464;IC0464;Galaxie;107.7698;50.1369;14.74;0.8;0.37;Lyn;
IC0466;IC0466;Nebuleuse;107.1617;-4.318;12.06;1;1;Mon;
IC0467;IC0467;Galaxie;112.5766;79.8725;12.57;1.99;0.94;Cam;
IC0468;IC0468;Autre;109.3292;-13.2187;;;;CMa;
IC0469;IC0469;Galaxie;118.9962;85.1589;13.48;2.35;0.91;Cep;
IC0470;IC0470;Autre;110.8813;46.0787;12.93;;;Lyn;
IC0471;IC0471;Galaxie;115.9019;49.6676;14.22;0.66;0.66;Lyn;
IC0472;IC0472;Galaxie;115.9597;49.6142;14.33;1.61;1.15;Lyn;
IC0473;IC0473;Autre;115.6026;9.2553;;;;CMi;
IC0474;IC0474;Galaxie;116.5305;26.5051;14.91;1.27;0.4;Gem;
IC0475;IC0475;Galaxie;116.7885;30.4888;14.79;0.75;0.45;Gem;
IC0476;IC0476;Galaxie;116.818;26.951;15.45;0.62;0.48;Gem;
IC0477;IC0477;Galaxie;118.0289;23.483;15.39;1.15;1.15;Gem;
IC0478;IC0478;Galaxie;118.4232;26.4927;15.29;0.66;0.48;Gem;
IC0479;IC0479;Galaxie;118.5926;27.0088;15.02;0.61;0.51;Gem;
IC0480;IC0480;Galaxie;118.8466;26.7433;15.04;1.75;0.33;Gem;
IC0481;IC0481;Galaxie;119.7619;24.1606;15.05;0.93;0.26;Gem;
IC0482;IC0482;Galaxie;119.947;25.357;14.98;0.63;0.52;Gem;
IC0483;IC0483;Autre;119.9682;25.9253;;;;Gem;
IC0484;IC0484;Galaxie;120.0044;26.6659;15.34;0.89;0.4;Gem;
IC0485;IC0485;Galaxie;120.0824;26.7014;15.33;1.17;0.24;Gem;
IC0486;IC0486;Galaxie;120.0874;26.6135;13.2;0.87;0.66;Gem;
IC0488;IC0488;Autre;120.2063;25.9019;;;;Cnc;
IC0489;IC0489;Autre;120.4073;25.9964;;;;Cnc;
IC0490;IC0490;Galaxie;120.8338;25.8114;15.66;0.59;0.47;Cnc;
IC0491;IC0491;Galaxie;120.9792;26.5206;15.3;0.65;0.28;Cnc;
IC0492;IC0492;Galaxie;121.4111;26.1682;17.19;1.02;0.77;Cnc;
IC0493;IC0493;Galaxie;121.865;25.134;14.76;0.81;0.61;Cnc;
IC0494;IC0494;Galaxie;121.6005;1.0361;14.26;1.32;0.64;CMi;
IC0495;IC0495;Galaxie;122.0809;9.0139;15.49;0.47;0.4;Cnc;
IC0496;IC0496;Galaxie;122.434;25.8816;15.36;0.63;0.39;Cnc;
IC0497;IC0497;Galaxie;122.5253;24.9221;14.26;0.78;0.39;Cnc;
IC0498;IC0498;Galaxie;122.3761;5.2807;14.57;1.21;1.08;CMi;
IC0499;IC0499;Galaxie;131.3221;85.74;13.83;1.88;0.9;Cam;
IC0500;IC0500;Galaxie;123.165;-16.0508;;1.77;0.71;Pup;
IC0501;IC0501;Galaxie;124.6983;24.5374;15.51;0.73;0.55;Cnc;
IC0502;IC0502;Galaxie;125.515;8.7526;15.43;0.56;0.54;Cnc;
IC0503;IC0503;Galaxie;125.5445;3.2681;14.1;1.33;1.03;Hya;
IC0504;IC0504;Galaxie;125.6717;4.2624;14.25;1.51;1.09;Hya;
IC0505;IC0505;Galaxie;125.8403;4.3725;14.57;1.38;0.99;Hya;
IC0506;IC0506;Galaxie;125.878;4.2995;14.69;1.19;0.86;Hya;
IC0508;IC0508;Galaxie;127.093;25.1247;14.71;0.79;0.7;Cnc;
IC0509;IC0509;Galaxie;128.0146;24.0109;13.22;1.02;0.92;Cnc;
IC0510;IC0510;Galaxie;128.0442;-2.1622;;0.8;0.8;Hya;
IC0510 NED01;IC0510 NED01;Galaxie;128.0425;-2.1621;;0.33;0.18;Hya;
IC0510 NED02;IC0510 NED02;Galaxie;128.0455;-2.1624;15.09;0.91;0.52;Hya;
IC0511;IC0511;Galaxie;130.2102;73.4867;14.43;1.22;0.46;Cam;
IC0512;IC0512;Galaxie;135.9576;85.5017;13.11;1.72;1.34;Cam;
IC0513;IC0513;Galaxie;128.2711;-12.3556;14.59;1.49;1;Hya;
IC0514;IC0514;Galaxie;128.8428;-2.0471;15.29;0.57;0.34;Hya;
IC0515;IC0515;Galaxie;128.8804;-1.9011;15.63;1.04;0.58;Hya;
IC0516;IC0516;Galaxie;128.9615;-1.8712;15.88;0.59;0.3;Hya;
IC0517;IC0517;Galaxie;129.0921;-2.0556;15.44;0.61;0.34;Hya;
IC0518;IC0518;Autre;129.029;0.6926;;;;Hya;
IC0519;IC0519;Galaxie;130.1434;2.6113;15.39;0.5;0.48;Hya;
IC0520;IC0520;Galaxie;133.4261;73.4909;11.83;2.1;1.63;Cam;
IC0521;IC0521;Galaxie;131.6832;2.5374;14.75;0.93;0.67;Hya;
IC0522;IC0522;Galaxie;133.6455;57.1667;13.87;1.24;1.02;UMa;
IC0523;IC0523;Galaxie;133.2972;9.1482;14.99;0.86;0.56;Cnc;
IC0524;IC0524;Galaxie;134.5535;-19.1919;15.07;0.94;0.63;Hya;
IC0525;IC0525;Galaxie;135.3436;-1.854;15.02;0.95;0.33;Hya;
IC0526;IC0526;Galaxie;135.6699;10.8416;14.93;0.77;0.45;Cnc;
IC0527;IC0527;Galaxie;137.4241;37.6016;14.72;1.37;1.13;Lyn;
IC0528;IC0528;Galaxie;137.344;15.7962;15.01;1.39;0.62;Cnc;
IC0529;IC0529;Galaxie;139.6367;73.7593;12.3;3.21;1.53;Cam;
IC0530;IC0530;Galaxie;138.8207;11.8857;14.16;1.93;0.31;Cnc;
IC0531;IC0531;Galaxie;139.4617;-0.2785;14.79;0.79;0.42;Hya;
IC0532;IC0532;Autre;139.7657;-16.7549;;;;Hya;
IC0533;IC0533;Galaxie;140.0975;-3.992;15.72;0.95;0.27;Hya;
IC0534;IC0534;Galaxie;140.3144;3.1511;15.12;1.19;0.31;Hya;
IC0535;IC0535;Galaxie;140.5676;-1.0403;15.84;0.65;0.53;Hya;
IC0536;IC0536;Galaxie;141.1671;25.1102;15.09;1.09;0.22;Leo;
IC0537;IC0537;Galaxie;141.3442;-12.3918;14.15;1.32;1.22;Hya;
IC0539;IC0539;Galaxie;142.2843;-2.5491;14.31;0.97;0.73;Hya;
IC0540;IC0540;Galaxie;142.543;7.9028;14.69;1.07;0.27;Leo;
IC0541;IC0541;Autre;142.6283;-4.2537;;;;Hya;
IC0542;IC0542;Galaxie;142.7759;-13.1814;15.02;1.21;0.39;Hya;
IC0543;IC0543;Autre;142.7879;-14.7725;;;;Hya;
IC0544;IC0544;Galaxie;143.9724;24.8949;15.44;0.8;0.25;Leo;
IC0545;IC0545;Galaxie;144.0223;24.9489;14.79;0.56;0.42;Leo;
IC0546;IC0546;Galaxie;143.7093;-16.3844;14.83;1.27;0.7;Hya;
IC0548;IC0548;Galaxie;144.5804;9.446;15.28;0.76;0.19;Leo;
IC0549;IC0549;Galaxie;145.1801;3.9598;15;0.6;0.37;Hya;
IC0550;IC0550;Galaxie;145.1191;-6.9461;14.74;1.07;0.7;Hya;
IC0551;IC0551;Galaxie;145.2505;6.9361;14.56;0.81;0.53;Leo;
IC0552;IC0552;Galaxie;145.319;10.647;14.42;1.12;0.63;Leo;
IC0553;IC0553;Galaxie;145.188;-5.4354;14.45;1.07;0.85;Hya;
IC0554;IC0554;Galaxie;145.487;12.2963;14.36;1.29;0.57;Leo;
IC0557;IC0557;Galaxie;146.01;10.9881;14.66;1.11;0.64;Leo;
IC0558;IC0558;Galaxie;146.2515;29.4523;13.9;0.93;0.72;Leo;
IC0559;IC0559;Galaxie;146.1829;9.615;14.82;1.09;0.92;Leo;
IC0560;IC0560;Galaxie;146.4727;-0.2683;14.38;1.41;0.54;Sex;
IC0561;IC0561;Galaxie;146.495;3.1452;15.13;0.51;0.42;Sex;
IC0562;IC0562;Galaxie;146.5163;-3.9712;15;1.22;0.28;Sex;
IC0563;IC0563;Galaxie;146.5848;3.0456;14.81;0.97;0.4;Sex;
IC0564;IC0564;Galaxie;146.5878;3.0714;14.16;1.64;0.45;Sex;
IC0565;IC0565;Galaxie;146.9615;15.8526;;1;1;Leo;
IC0565 NED01;IC0565 NED01;Galaxie;146.957;15.852;16.74;0.68;0.16;Leo;
IC0565 NED02;IC0565 NED02;Galaxie;146.9605;15.8519;15.03;1.24;0.27;Leo;
IC0566;IC0566;Galaxie;147.485;-0.2314;15.32;0.6;0.53;Sex;
IC0567;IC0567;Autre;147.6408;12.7847;;;;Leo;
IC0568;IC0568;Galaxie;147.7847;15.7304;14.68;1.07;0.64;Leo;
IC0569;IC0569;Galaxie;147.8673;10.9201;15.33;0.78;0.54;Leo;
IC0570;IC0570;Galaxie;147.9624;15.7558;16;0.46;0.34;Leo;
IC0571;IC0571;Galaxie;148.1315;15.7754;15.29;0.71;0.54;Leo;
IC0572;IC0572;Galaxie;148.1367;15.8269;14.83;0.54;0.53;Leo;
IC0574;IC0574;Galaxie;148.6126;-6.9534;14.79;1.05;0.87;Sex;
IC0575;IC0575;Galaxie;148.6372;-6.8576;14.31;1.52;1.17;Sex;
IC0576;IC0576;Galaxie;148.7793;11.0396;15.46;0.59;0.51;Leo;
IC0577;IC0577;Galaxie;149.0165;10.4989;14.58;0.62;0.57;Leo;
IC0578;IC0578;Galaxie;149.0673;10.4861;14.71;1.25;0.54;Leo;
IC0579;IC0579;Galaxie;149.1642;-13.7749;15.15;1.12;0.41;Hya;
IC0581;IC0581;Galaxie;149.5482;15.947;14.95;1;0.71;Leo;
IC0582;IC0582;Galaxie;149.751;17.8171;14.57;0.97;0.91;Leo;
IC0583;IC0583;Galaxie;149.7712;17.8214;15.16;0.89;0.19;Leo;
IC0584;IC0584;Galaxie;149.7714;10.3611;14.99;0.5;0.43;Leo;
IC0585;IC0585;Galaxie;149.9338;12.9886;14.82;1.21;0.86;Leo;
IC0586;IC0586;Galaxie;149.9596;-6.9228;15.16;0.76;0.7;Sex;
IC0587;IC0587;Galaxie;150.7715;-2.4;14.31;1.25;0.56;Sex;
IC0588;IC0588;Galaxie;150.5293;3.0577;14.25;0.9;0.53;Sex;
IC0589;IC0589;Galaxie;151.0996;-5.6789;15.34;0.69;0.51;Sex;
IC0590;IC0590;Galaxie;151.4593;0.6329;;0.9;0.9;Sex;
IC0590 NED01;IC0590 NED01;Galaxie;151.4576;0.6334;14.49;1.06;0.78;Sex;
IC0590 NED02;IC0590 NED02;Galaxie;151.4611;0.6318;14.84;0.79;0.76;Sex;
IC0591;IC0591;Galaxie;151.8654;12.2745;14.13;0.93;0.6;Leo;
IC0592;IC0592;Galaxie;151.9948;-2.4973;14.22;0.92;0.75;Sex;
IC0593;IC0593;Galaxie;152.075;-2.5268;14.43;0.81;0.58;Sex;
IC0594;IC0594;Galaxie;152.1333;-0.6669;14.8;1.11;0.56;Sex;
IC0595;IC0595;Galaxie;152.4088;11.0002;15.21;0.81;0.58;Leo;
IC0596;IC0596;Galaxie;152.6306;10.0424;15.09;0.96;0.31;Leo;
IC0597;IC0597;Galaxie;152.5498;-6.8992;15.66;0.5;0.23;Sex;
IC0598;IC0598;Galaxie;153.2024;43.1455;13.72;1.65;0.41;UMa;
IC0599;IC0599;Galaxie;153.3021;-5.629;15.1;1.17;0.29;Sex;
IC0600;IC0600;Galaxie;154.2955;-3.4978;13.7;1.92;1.03;Sex;
IC0601;IC0601;Galaxie;154.5637;7.0388;15.38;0.47;0.22;Leo;
IC0602;IC0602;Galaxie;154.5822;7.0493;13.58;0.97;0.5;Leo;
IC0603;IC0603;Galaxie;154.8544;-5.6562;14.89;1.31;0.79;Sex;
IC0605;IC0605;Galaxie;155.6005;1.1983;14.63;0.77;0.54;Sex;
IC0607;IC0607;Galaxie;156.0358;16.7419;14.73;1.27;0.96;Leo;
IC0608;IC0608;Galaxie;156.088;-6.0393;14.77;0.95;0.54;Sex;
IC0609;IC0609;Galaxie;156.3976;-2.2152;14.33;1.35;0.39;Sex;
IC0610;IC0610;Galaxie;156.6182;20.2282;14.59;1.89;0.33;Leo;
IC0612;IC0612;Galaxie;156.7744;11.0549;15.36;0.42;0.25;Leo;
IC0613;IC0613;Galaxie;156.7825;11.0107;15.02;0.77;0.7;Leo;
IC0614;IC0614;Galaxie;156.716;-3.4647;14.8;0.78;0.53;Sex;
IC0615;IC0615;Galaxie;156.8416;11.08;15.34;1.22;0.36;Leo;
IC0616;IC0616;Galaxie;158.1982;15.8608;14.56;0.93;0.75;Leo;
IC0619;IC0619;Galaxie;158.4583;12.8784;14.77;0.84;0.65;Leo;
IC0620;IC0620;Galaxie;158.3893;11.8714;15.28;0.73;0.6;Leo;
IC0621;IC0621;Galaxie;158.3377;2.6161;15.16;0.9;0.62;Sex;
IC0623;IC0623;Galaxie;158.8375;3.5584;14.95;0.94;0.32;Sex;
IC0624;IC0624;Galaxie;159.0632;-8.3339;14.27;2.42;0.55;Sex;
IC0625;IC0625;Galaxie;160.6585;-23.9356;13.79;2.25;0.53;Hya;
IC0626;IC0626;Galaxie;159.2379;-7.0239;15.19;1.21;0.95;Sex;
IC0627;IC0627;Galaxie;159.3329;-3.3578;14.61;0.72;0.57;Sex;
IC0628;IC0628;Galaxie;159.4008;5.6037;14.77;0.89;0.67;Sex;
IC0630;IC0630;Galaxie;159.64;-7.1705;12.98;2.12;1.67;Sex;
IC0631;IC0631;Galaxie;159.7454;-7.0524;16.19;0.67;0.59;Sex;
IC0632;IC0632;Galaxie;159.7991;-0.4095;14.18;0.98;0.57;Sex;
IC0633;IC0633;Galaxie;159.8516;-0.3893;14.62;0.65;0.27;Sex;
IC0634;IC0634;Galaxie;160.2287;5.9918;15.05;1;0.38;Sex;
IC0635;IC0635;Galaxie;160.4387;15.6433;15.09;1.09;0.33;Leo;
IC0636;IC0636;Galaxie;160.4608;4.3308;14.88;0.95;0.41;Sex;
IC0637;IC0637;Galaxie;160.5913;15.3596;15.32;0.75;0.5;Leo;
IC0638;IC0638;Galaxie;160.9499;15.8951;15.51;0.77;0.38;Leo;
IC0639;IC0639;Galaxie;161.4667;16.9304;14.85;1.41;0.42;Leo;
IC0640;IC0640;Autre;161.7102;34.7676;;;;LMi;
IC0641;IC0641;Autre;161.9559;34.6728;;;;LMi;
IC0642;IC0642;Galaxie;162.0339;18.1887;13.89;1.45;1.36;Leo;
IC0643;IC0643;Galaxie;162.3632;12.201;15.07;1.34;0.46;Leo;
IC0645;IC0645;Galaxie;162.539;-6.0429;15.43;0.48;0.42;Sex;
IC0646;IC0646;Galaxie;162.8966;55.4658;15.39;0.84;0.43;UMa;
IC0647;IC0647;Galaxie;162.6437;-12.8548;15.79;0.68;0.39;Hya;
IC0648;IC0648;Galaxie;162.7513;12.2874;14.88;0.94;0.74;Leo;
IC0649;IC0649;Galaxie;162.7175;1.1639;;0.7;0.7;Sex;
IC0649 NED01;IC0649 NED01;Galaxie;162.717;1.1653;15.7;0.7;0.56;Sex;
IC0649 NED02;IC0649 NED02;Galaxie;162.7175;1.1617;14.9;0.32;0.21;Sex;
IC0650;IC0650;Galaxie;162.669;-13.4421;14.9;0.93;0.67;Hya;
IC0651;IC0651;Galaxie;162.7434;-2.1504;13.09;0.72;0.71;Sex;
IC0653;IC0653;Galaxie;163.0283;-0.5608;14.12;2.07;0.71;Leo;
IC0654;IC0654;Galaxie;163.46;-11.7256;15.14;1.2;0.44;Crt;
IC0655;IC0655;Galaxie;163.5927;-0.365;15.31;1;0.27;Leo;
IC0656;IC0656;Autre;163.7839;17.6129;;;;Leo;
IC0657;IC0657;Galaxie;164.4732;-4.9049;15.29;1.14;0.43;Leo;
IC0658;IC0658;Galaxie;164.5678;8.2417;14.63;1.08;0.85;Leo;
IC0659;IC0659;Galaxie;164.5161;-6.2605;15.43;1.24;0.86;Leo;
IC0660;IC0660;Galaxie;164.6111;1.3829;15.51;0.79;0.52;Leo;
IC0661;IC0661;Galaxie;164.7146;1.6506;15.35;0.77;0.55;Leo;
IC0662;IC0662;Galaxie;164.8356;1.5988;15.57;0.78;0.58;Leo;
IC0663;IC0663;Galaxie;165.1553;10.4372;15.42;0.85;0.57;Leo;
IC0664;IC0664;Galaxie;165.189;10.5531;14.68;1.87;1.3;Leo;
IC0665;IC0665;Galaxie;165.1247;-13.8668;15.18;1.03;0.35;Crt;
IC0666;IC0666;Galaxie;165.3117;10.4811;15.23;0.58;0.33;Leo;
IC0667;IC0667;Galaxie;166.6523;15.0887;15.63;0.68;0.58;Leo;
IC0668;IC0668;Galaxie;166.6648;15.0409;15.37;0.66;0.39;Leo;
IC0669;IC0669;Galaxie;166.819;6.3025;14.28;1.08;0.67;Leo;
IC0670;IC0670;Galaxie;166.87;6.7142;14.55;1.11;0.98;Leo;
IC0671;IC0671;Galaxie;166.8817;0.7831;14.62;1.21;0.95;Leo;
IC0672;IC0672;Galaxie;167.0135;-12.4842;;0.75;0.33;Crt;
IC0673;IC0673;Galaxie;167.3555;-0.0977;14.65;1.29;0.59;Leo;
IC0674;IC0674;Galaxie;167.7765;43.633;14.36;1.37;0.41;UMa;
IC0675;IC0675;Autre;167.739;3.5942;;;;Leo;
IC0676;IC0676;Galaxie;168.1659;9.0558;13.41;1.85;1.31;Leo;
IC0677;IC0677;Galaxie;168.4854;12.3011;13.67;1.43;0.6;Leo;
IC0678;IC0678;Galaxie;168.5266;6.5772;15.38;0.78;0.5;Leo;
IC0679;IC0679;Galaxie;169.1525;-13.9721;15.39;0.53;0.37;Crt;
IC0680;IC0680;Galaxie;169.4779;-1.9464;14.59;0.81;0.56;Leo;
IC0681;IC0681;Galaxie;169.633;-12.1402;14.79;0.87;0.45;Crt;
IC0683;IC0683;Galaxie;170.3824;2.7518;15.5;0.69;0.49;Leo;
IC0685;IC0685;Galaxie;170.5272;17.7534;16.33;0.68;0.43;Leo;
